Test,x0(m),y0(m),d(m),SNR(dB),direction_theta(rad),R_Tar(Mbps),V_Tar(m/s),UE_num,V_Cond,Connected UE_num for target AP,R_targetAP,SNR_Connected_targetAP,Ideal_Thr(Target),UTI_Thr_List(per10ms),UTI(3%),UTI(5%),Runtime
20,8.80821637373342,7.328558900898173,2.776285345122947,16.303759979588715,1.6125208804855984,50.0,13.149927720365739,50,"(0.1,)",2,"[50.0, 130.1888546168583]","[16.303759979588715, 17.803151959758694]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 48.62361685144808, 48.62361685144808, 43.297902429737306]",0.16999999999999998,0.16999999999999998,4.570117235183716
28,9.813301059477206,5.980229524764378,3.573498362918365,10.348254728070607,2.3877208031583352,50.0,1.9755527067828769,50,"(0.1,)",3,"[50.0, 130.1888546168583, 103.51536543574676]","[10.348254728070607, 17.39997845150304, 12.96130655827499]",23.766515536196493,"[23.766515536196493, 23.766515536196493, 23.766515536196493, 23.06228329917157, 22.443211912393153]",0.049999999999999996,0.049999999999999996,1.2819464206695557
30,9.741504065701056,5.562431393463209,3.558560274816481,9.119722180024521,0.8557231626596292,50.0,4.300565573166031,50,"(0.1,)",6,"[50.0, 115.27296690582034, 52.03188236255164, 32.086006140954154, 130.1888546168583, 103.51536543574676]","[9.119722180024521, 17.98247926256805, 15.313295171722675, 14.297300724201653, 17.71879992071399, 12.989572007315907]",10.653941059993503,"[10.9396352989735, 10.9396352989735, 10.498214280174611, 10.653941059993503, 10.653941059993503, 10.653941059993503, 11.067764230429656, 10.653941059993503, 11.067764230429656, 11.067764230429656, 11.161259585424403, 11.564038739925412, 11.564038739925412, 11.888492941183952, 12.529917981916729, 12.529917981916729, 12.822665772764758, 13.447868356603102, 13.447868356603102, 14.30011164508357, 14.670799156172842, 14.670799156172842, 14.883321811819584, 15.447309878401336, 15.608273943007845, 16.120382756510892, 17.047816147221603, 17.462373391647397, 17.734832336915694, 17.860799119050984, 18.295527883640563, 18.10966867895668, 18.10966867895668, 17.90191692219475, 18.147623664031286, 18.125679282248747, 18.147623664031286, 18.10966867895668, 18.10966867895668, 18.10966867895668, 18.10966867895668, 18.10966867895668, 17.90191692219475, 18.147623664031286, 18.125679282248747, 17.73912731772331, 17.693629563260593, 17.044046452602522, 16.284359242055544, 16.284359242055544, 15.865295996185385, 15.865295996185385, 16.284359242055544, 15.866889283630137, 16.284359242055544, 16.582329622554628, 16.862185917116953, 16.862185917116953, 17.566081892835165, 17.420062095747628, 17.73912731772331, 17.852637698418132, 17.90669020025412, 18.147623664031286, 18.368095513319446, 18.147623664031286, 18.125679282248747, 18.125679282248747, 18.125679282248747, 18.125679282248747, 18.125679282248747, 18.147623664031286, 18.10966867895668, 18.10966867895668, 18.10966867895668, 18.10966867895668, 18.10966867895668, 18.164097913943678, 18.164097913943678, 18.164097913943678, 18.164097913943678, 18.290242642346726, 18.290242642346726, 18.013373609337094, 18.10966867895668, 18.147623664031286, 18.125679282248747, 18.042862700486598, 17.73912731772331, 17.21998871264205, 16.963034886418896, 16.284359242055544, 15.865295996185385, 15.432713848495093, 14.889952091529958, 13.9803942091444, 12.823232734587183, 11.559582113356775, 10.228745438330524, 10.853330638609927, 11.032954858837098, 11.680750524224454, 12.346464288431509, 11.997211413808701, 12.648644953965714, 13.303226932356477, 13.408616299992826, 13.487902441121813, 13.538431638969636, 14.083969120808348, 14.101774499346963, 14.101774499346963, 14.101774499346963, 14.101774499346963, 14.08332981877276, 14.08332981877276, 14.08332981877276, 14.620616815892328, 14.555530354145873, 13.927193782824812, 14.291190637814807, 14.291190637814807, 14.291190637814807, 14.087783841430916, 13.834844255292099, 13.834844255292099, 13.834844255292099, 13.531491324146273, 13.531491324146273, 13.531491324146273, 13.531491324146273, 13.531491324146273, 13.531491324146273, 14.289417285526364, 13.834844255292099, 13.834844255292099, 14.087783841430916, 14.291190637814807, 14.446477817285402, 14.446477817285402, 13.927193782824812, 14.446477817285402, 14.784483444590983, 14.291190637814807, 14.784483444590983, 14.291190637814807, 14.291190637814807, 14.291190637814807, 14.784483444590983, 14.563077575776802, 14.563077575776802, 14.722197148267975, 14.369469616921863, 13.960901975587605, 14.30828211038783, 13.810986396048968, 13.257563887173262, 12.650188824292261, 11.991754886945007, 12.150294632028686, 11.285920716598023, 12.150294632028686, 12.849661589750124, 12.650188824292261, 12.849661589750124, 11.991754886945007, 11.285920716598023, 10.611277596637096, 9.751009098469961]",0.99,1.69,35.597240686416626
31,9.74449325468745,5.600156684461206,3.5544028249210218,9.537077048206607,1.902453761672328,50.0,4.370428436386494,50,"(0.1,)",5,"[50.0, 115.27296690582034, 52.03188236255164, 130.1888546168583, 103.51536543574676]","[9.537077048206607, 17.9376966240156, 14.378995026529068, 16.880165157155673, 12.215103487393261]",13.28131707651559,"[13.393511502509284, 13.876846487910496, 13.876846487910496, 14.266191529420745, 15.035901578300077, 15.035901578300077, 15.38719892731771, 16.137442027923722, 16.878459001281712, 17.160133974100287, 17.60495898740741, 17.8599861741835, 17.8599861741835, 18.536771854081604, 18.729928731609416, 18.729928731609416, 20.457379376665926, 20.95484806997688, 20.95484806997688, 21.432958942861184, 21.95463346036868, 21.95463346036868, 21.731602414748018, 21.482300306633704, 21.777148396837546, 21.7508151386985, 21.777148396837546, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.482300306633704, 21.777148396837546, 21.7508151386985, 21.286952781267974, 21.232355475912716, 20.45285574312303, 19.541231090466656, 19.541231090466656, 19.038355195422465, 19.038355195422465, 19.541231090466656, 19.040267140356164, 19.541231090466656, 19.898795547065557, 20.234623100540347, 20.66398645517046, 21.079298271402198, 20.904074514897157, 21.286952781267974, 21.42316523810176, 21.488028240304946, 21.777148396837546, 22.041714615983338, 21.777148396837546, 21.7508151386985, 21.7508151386985, 21.7508151386985, 21.7508151386985, 21.7508151386985, 21.777148396837546, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.796917496732416, 21.796917496732416, 21.796917496732416, 21.796917496732416, 21.948291170816074, 21.948291170816074, 21.616048331204514, 21.731602414748018, 21.777148396837546, 21.7508151386985, 21.651435240583922, 21.286952781267974, 20.66398645517046, 20.355641863702676, 19.541231090466656, 19.038355195422465, 18.519256618194113, 17.867942509835952, 16.77647305097328, 15.387879281504622, 13.871498536028131, 12.27449452599663]",0.89,0.89,19.03672432899475
32,9.699908314579835,6.424786029435682,3.4543331534600084,12.462710744696096,0.9731901044762447,50.0,9.560502742705658,50,"(0.1,)",5,"[50.0, 115.27296690582034, 52.03188236255164, 130.1888546168583, 103.51536543574676]","[12.462710744696096, 17.47602195342177, 16.11282485823545, 16.30325592097217, 13.446620021087172]",16.878459001281712,"[17.60495898740741, 17.8599861741835, 17.8599861741835, 18.536771854081604, 18.729928731609416, 19.34445930781307, 20.457379376665926, 20.95484806997688, 21.281798804298838, 21.432958942861184, 21.95463346036868, 21.731602414748018, 21.731602414748018, 21.482300306633704, 21.777148396837546, 21.777148396837546, 21.777148396837546, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.482300306633704, 21.777148396837546, 21.7508151386985, 21.286952781267974, 21.232355475912716, 20.45285574312303, 19.541231090466656, 19.541231090466656, 19.038355195422465, 19.038355195422465, 19.541231090466656, 19.040267140356164, 19.541231090466656, 19.898795547065557, 20.234623100540347, 20.66398645517046, 21.079298271402198, 20.904074514897157, 21.286952781267974, 21.42316523810176, 21.488028240304946, 21.777148396837546, 22.041714615983338, 21.777148396837546, 21.7508151386985, 21.7508151386985, 21.7508151386985, 21.7508151386985, 21.7508151386985, 21.777148396837546, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.731602414748018, 21.796917496732416, 21.796917496732416, 21.796917496732416, 21.948291170816074, 21.948291170816074, 21.616048331204514, 21.731602414748018, 21.777148396837546, 21.7508151386985, 21.651435240583922, 21.286952781267974, 20.66398645517046, 20.355641863702676, 19.541231090466656, 19.038355195422465, 18.519256618194113, 17.867942509835952, 16.77647305097328, 15.387879281504622]",0.77,0.77,16.084421157836914
33,8.912799966498179,7.536945104489209,2.9574873395420385,15.90608148839885,1.4403929632329953,50.0,19.839658132195076,50,"(0.1,)",4,"[50.0, 52.03188236255164, 130.1888546168583, 103.51536543574676]","[15.90608148839885, 16.343741800119197, 16.803690401898944, 12.781298703424502]",26.602248505373545,"[27.443291825460847, 27.16450301843502, 27.16450301843502, 26.852875383292126, 27.221435496046933, 27.188518923373124, 27.221435496046933, 27.16450301843502, 27.16450301843502, 27.16450301843502, 27.16450301843502, 27.16450301843502, 27.16450301843502, 27.221435496046933, 27.188518923373124, 27.188518923373124, 26.540444344890894, 25.566069678903787, 25.566069678903787, 24.42653886308332]",0.18,0.19999999999999998,4.144000291824341
34,8.643078922040125,7.966209817977244,2.944860415441488,16.25294329838509,1.664380966017716,50.0,2.7279958319102082,50,"(0.1,)",4,"[50.0, 52.03188236255164, 130.1888546168583, 103.51536543574676]","[16.25294329838509, 16.2711762238948, 17.71879992071399, 12.115385154397893]",27.16450301843502,"[27.16450301843502, 27.16450301843502, 26.852875383292126, 27.221435496046933, 27.188518923373124, 26.608690976584967, 26.540444344890894, 25.566069678903787]",0.08000000000000002,0.08000000000000002,1.8320801258087158
38,8.742768534161094,7.740169962118508,2.9042213209230328,16.30325592097217,1.5536730855825875,50.0,2.756565039049393,50,"(0.1,)",5,"[50.0, 115.27296690582034, 40.134863490555986, 130.1888546168583, 113.2586005282906]","[16.30325592097217, 16.939428703725532, 13.602856339342482, 17.260484351996276, 18.747925241200242]",21.796917496732416,"[21.796917496732416, 21.948291170816074, 21.948291170816074, 21.616048331204514, 21.731602414748018, 21.777148396837546, 21.7508151386985, 21.651435240583922, 21.286952781267974, 20.66398645517046]",0.1,0.1,27.24612808227539
74,2.0897003491731807,2.659205386555049,1.9865618085667958,18.50509061390525,0.4214025014076578,50.0,4.544211004268017,50,"(0.1,)",1,[50.0],[18.50509061390525],50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",2.0,2.0,41.42783498764038
75,2.051994800871763,2.5656750719868726,2.070228777546053,18.34059720189903,2.7437749758615855,50.0,2.556013331248291,50,"(0.1,)",1,[50.0],[18.34059720189903],50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",2.0,2.0,42.71449327468872
76,1.959217016064235,2.458161692412247,2.2081100308872905,17.936734548008623,2.736561475384626,50.0,6.333931453579231,50,"(0.1,)",1,[50.0],[17.936734548008623],50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",2.0,2.0,41.29068970680237
102,2.3393860712091845,2.226751470033537,2.0760823057248112,18.05274719586128,0.17814710966646835,50.0,5.81995013163076,50,"(0.1,)",2,"[50.0, 130.1888546168583]","[18.05274719586128, 17.885670872594584]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 48.60794142843762, 48.60794142843762, 46.97587480990556]",0.66,0.66,14.359723567962646
103,2.4991302134777036,2.4577987324575785,1.798460268861277,18.763170366401283,3.10067574765406,50.0,4.574087303853948,50,"(0.1,)",3,"[50.0, 130.1888546168583, 113.2586005282906]","[18.763170366401283, 19.47814466782605, 13.041055115190074]",41.68029527197426,"[41.68029527197426, 41.89234125808787, 42.49000947697285, 42.49000947697285, 41.89234125808787, 41.68029527197426, 41.68029527197426, 41.68029527197426, 41.68029527197426, 42.49000947697285, 42.49000947697285, 43.22459803157254, 43.22459803157254, 44.27382467921035, 44.27382467921035, 44.27382467921035, 44.577761820622285, 44.577761820622285, 44.577761820622285, 44.75557483068317, 44.577761820622285, 44.577761820622285, 44.27382467921035, 44.27382467921035, 44.27382467921035, 44.27382467921035, 44.27382467921035, 44.057570604109955, 44.057570604109955, 43.68688743406305, 43.68688743406305, 43.68688743406305, 43.68688743406305, 42.49000947697285, 42.49000947697285, 42.244990149402305, 42.244990149402305, 41.68029527197426, 42.49000947697285, 43.22459803157254, 43.68688743406305, 43.872503401530345, 44.27382467921035, 43.68688743406305, 43.00668211597583, 42.49000947697285, 41.68029527197426, 40.129379566539356, 39.386902383332526]",0.48,0.49,11.081472396850586
104,2.4771421986995126,2.4515166524694925,1.8183030512391338,18.763170366401283,0.23023016165199556,50.0,9.491023406203032,50,"(0.1,)",3,"[50.0, 130.1888546168583, 113.2586005282906]","[18.763170366401283, 19.223555065736345, 14.620887569050588]",41.68029527197426,"[42.49000947697285, 43.22459803157254, 43.872503401530345, 44.27382467921035, 44.27382467921035, 44.577761820622285, 44.577761820622285, 44.577761820622285, 44.577761820622285, 44.75557483068317, 44.577761820622285, 44.577761820622285, 44.577761820622285, 44.27382467921035, 44.27382467921035, 44.27382467921035, 44.27382467921035, 44.057570604109955, 44.057570604109955, 43.68688743406305, 43.68688743406305, 43.68688743406305, 43.68688743406305, 42.49000947697285, 42.49000947697285, 42.244990149402305, 42.244990149402305, 41.68029527197426, 42.49000947697285, 43.22459803157254, 43.68688743406305, 43.872503401530345, 44.27382467921035, 43.68688743406305, 43.00668211597583, 42.49000947697285, 41.68029527197426, 40.129379566539356, 39.386902383332526]",0.38,0.39,9.631828784942627
